date,snippet,price change,tweets
2016-05-01,"Tesla Motors Co and a US subsidiary of Swiss auto supplier Hoerbiger have agreed to settle a lawsuit filed by the electric car maker over problems with a proposed hydraulics system for the luxury Model Xs falcon wing doors, court records show On a personal quest to settle Mars, SpaceX founder Elon Musk envisions , passenger ships flying en masse to the red planet well within the next century, Battlestar Galactica style",neg,mocks autopilot by calling it a wannabe gm blocks bill in ct outlaws direct sales in state read here did you learn about in school saga about paper a trip through history of technology save on electric costs for your or home with he speaks of the same core spoke about in this photo thanks for a fun customer appreciation morning keep pushing at billion push boosts automakers from spotted on first time seeing one later tonight ill see an a for the first timed things learned from driving a for work via things learned from driving a for work via more than ever seen anywhere else in one place and could force to do something it ready for is mt will have ludicrous the vs drag race lit supercharged in between white see the difference between the free default flat white
2016-05-02,"The North explains a rocket engine test as a moonshot, but intelligence agencies are exploring another option the beginnings of a missile that could reach the American mainland",pos,pricing for fiat corvette affordable owner pd at the lost betting a was quicker than a puts its extreme air pollution filter to the test its electric cars can purify air that would kill you puts its extreme air pollution filter to the test driven miles so far savings d defense filter can purify air that would kill you o best vanity plate ever seen on a hands down s mode is a stroke of genius for developing markets via calculating the return on investment of my battery storage mode is a stroke of genius for developing markets via recharge catches thief loses bet filed under plane crash is not unalterable given kindly disrupt the plane partner call truce on lawsuits with licensing compromises of motors have bailed with motors being the mother of all battleground
2016-05-05,"In Mike Isaacs absence, Farhad Manjoo joins his boss, PuiWing Tam, for a discussion of the weeks technology news",neg,nothing like the power of the in come musk we need a revolt against the fossil fuel industry self driving electric car with augmented reality with remote is how i get about model delays feared as top execs abscond non trendy e loses million in first quarter musk doing whatever it takes a so cute old orchard mall i read is planning to make units in got to test drive the new motors inc q and earnings what to look out for s model x bold production plan brings out skeptics shares fall but the auto industry and some on wall st s stock drops as investors question optimism came to pick up my boys whip the future is here to boost the number of charging stations in if ever makes a the only threatened by s rise
2016-05-06,US Transportation Secretary Anthony Foxx said Sunday that his counterparts in the Group of Seven nations welcomed US guidelines on regulating selfdriving cars and have agreed to work together on creating such standards to maintain safety,pos,consumer reports thrashes model x in unofficial review consumer reports thrashes model x in unofficial review again hints at a mobility service again hints at a mobility service the model is moment but can it deliver the the model is moment but can it deliver the entire model production is almost all taken entire model production is almost all taken d entire model production is almost all taken entire model production is almost all taken c some model s owners have a bigger battery than they think some model s owners have a bigger battery than they think u some model s owners have a bigger battery than they think u some model s owners have a bigger battery than they think entire model production is almost all taken entire model production is almost all taken some model s owners have a bigger battery than they think some model s owners have a bigger battery than they think nails rocket landing on ocean barge again musk leading the world in innovation
2016-05-10,Syrian refugees are not a threat to America They are the lifeblood of America,pos,the solar panels coming to power my car in the garage beg to differ la fin arrive cause dune is off get it while you can new total pickup motors any plans to let us know our reservation number overall and in region would be nice so we can it d has racked up nearly billion in for the model great peek at progress via musk crony capitalist king choose your color looks at the manager as the quality manager you will be resp hope my fellow owner feels supercharged tonight on did really win read my piece on versus ac in cars are for girls give me this admits that has to come from outside who are all these model buyers anyway motors bulls and bears have been e world first installation of battery to solar power panels could save per year still waiting on mine
2016-05-11,"A tech company and a maker of hightech cars might seem like a good fit, but its hard to see how McLaren can take Apples vehicular ambitions far",pos,throws cold water on its own hype by admitting huge risks in building the model unanticipated deviations from the price point vehicle features or performance characteristics on mod throws cold water on its own hype by admitting huge risks in building the la model s autonomously crashes into a parked trailer while in mode the risks in s latest financial filings make for terrifying reading motors inc workers report low salaries but high job satisfaction machinist offering opportunities for growth lead why not go for a test drive after a painful physical therapy session model s i saw two this morning on my city rounds of the world the hybrid cab can pull pounds go for ans attn when you gonna organize is now hiring hr nonunion was hr all this stuff is hard work the motor sorry u may be the oracle but were siding with on is s bestselling for y antes con u model reliability risk for early buyers model s for sale is my completely salt talks backs trump are you better off now than you were eight years ago
2016-05-15,"More than  Tesla owners in Norway have sued the electric car maker, saying their vehicles arent as powerful as advertised Tesla is using a cellular network to send a software update to the Autopilot system on about , of its cars, aiming to improve safety",neg,storing nighttime electricity in batteries to use later appeals to co as much as to households substations transformed has started ct updates motors stores offer mini model s test drives for kids a few months back motors in has started if only everyone was rich enough to afford a the world would be a better place shopping hybrid minivan talk yes its no not a car what is a bloody as and buckle pros wonder if musks empire can strike back model s junior now available at the retail store for para la motors model battery will likely be smaller than the bolts motley fool nothing says s like the synchronized hair flip thanks for another great set let me shoot a video self opening and closing doors questions arise over b visa workers at factory questions arise over b visa workers at factory test drove this today i loved it d kw to go video of of a model s via see started installing s new phase for new owner clients starting soon
2016-05-17,"Tesla sued Gov Rick Snyder and other top state officials Thursday, challenging a Michigan law that ensures automakers can only sell through independent, franchised dealerships and not directly to customers",neg,lessons learned from a road trip by new tech model top stories of the week book is amazing he really wanted humanity to use technology to better themselves not loving the inordinate amount of time to replace a part in my going on week now are cleaner than gas in well to wheels analysis bob buying what s selling unveils a battery to power your home completely off grid impromptu road trip for the rest of the week is charging at not so good reports for on the alleged use of per hour workers new charger total new charger gap total great c do the right thing via love song motors misuses b visas to import cheap labor all comes down to range cost motors battery will likely be smaller than the this is better than a
2016-05-20,"Tesla is innovating in selfdriving cars, solar energy and fast peoplemovers, but has a cashflow problem Apple is seen as lagging in ideas, but is flush with dormant money",pos,d sell rating reiterated at s p equity research right now fl motors inc reiterated rating by equity research ranked st to sell welcome good sign when the home town people r fans news it raises billion amid production boost using model to lure workers sales in top company offers a for its employees en sf t en hrs el a para a i love when people say what you want to do is impossible go roadster this car has only miles on it since it was fans choose what about and when fans choose what about and when fans choose what about and when fans choose what about and when fans choose what about and when fans choose what about and when has updated its summon to stop cars from has updated its summon to stop cars from has updated its summon to stop cars from
2016-05-24,The Transportation Department issued detailed guidelines for safety expectations and the role of state regulations for driverless and semiautonomous cars,pos,at least put other people at risk owners are the million miles for and million for via paid the past months to charge but broke my streak today irresponsible world signed a agreement in months ago model x faster model s navigation heated seats port have repeatedly told drivers not to sleep at the wheel driver sleeping on autopilot yea technician job title technician location parkers autonomous cars in the next two years for of this or a new camera factory acres miles inspirational to see and on the walls of my first model x and from my point of view it looks amazing autopilot self driving cars as an innovative car that is x en an liquor store new et customers have driven million miles with autopilot active vive perfect access with the falcon wing doors
2016-05-25,"Federal guidelines stress safety but give automakers, one of the countrys most regulated industries, plenty of room to innovate",pos,yes for sure just finished a hour test drive custom build i am in love with the vs model x pd ludicrous head tests functions with secret updates its customers cars rt we have some fantastic new team members welcome we just confirmed cases of wine fit comfortably in a elk cove definitely right during your travels would you like a in welcome back to the innovation capital of the world during your travels are you interested in a considers trading in crown for some k can la afford them autos en model x beats a in a race while towing a pound trailer tomorrow i get to meet our i cant wait the is a definite purchase for me dud en auto solo man naps in under autopilot as predicted by in man caught sleeping while driving a on la freeway
2016-05-26,John Stumpf goes before the Senate Banking Committee on the lenders unauthorized accounts scandal,pos,is ready to go what do you think may build its own version of model s pd this is a month old model s pd pearl watch vs when it comes to winning in a race which of the two have the advantage good times today catering for motors how uses its customers to develop and test new driving software what a time to be alive driver having a cheeky nap in traffic via affluence meets in a drag race between a autopilot director makes several interesting comments bill gates and drive into the future in a in gathers more miles in a day than has in its whole program for should the be scared of go green and save by going w perfect with an like but great no matter what sign up got get a new soon thinking of but worried that s planning pump out k of them thoughts model s performance get a sleep driving on the freeway
2016-06-02,Tesla Motors Inc has rolled out a security patch for its electric cars after Chinese security researchers uncovered vulnerabilities they said allowed them to remotely attack a Tesla Model S sedan  Tesla Motors customers will get enhanced radar and other features in an overtheair software update that starts Wednesday night,neg,musk think will compete with but free supercharging wont come standard on the model model x con its no secret that s is coming to market soon car wars coming musk says he will be discussing autonomous tech at second model event via need people like apt he used the name he fires the imagination as did whoever thinks has advantage in car understand challenges in var domains t lead mays car report details how teaches its cars to honk ridiculous question with a your baby girl can go anywhere she wants no gender or age discrimination musk quotes that give us a glimpse inside his brain i wonder what cars run on imagine a upgrade randomly started new total big news coming from for next gen fuel pumps d taxi this is why is so love their design studio scientist animated game mesh development could musk put somebody on mars as early as
2016-06-06,The Obama administration proposed on Tuesday deeper government involvement in the design of autonomous vehicle systems and called on manufacturers to share more information about how such systems work and why they fail,pos,may be adding as battery supplier and tucker similarities between automakers comments model x crashes into building at high speed via rival in china rolls out the k case study see how and make the most out of social media the next dream from s founder is one step closer to becoming our new mode of distance travel logs show that model x driver hit the accelerator autopilot crash into building the next dream from s founder is one step closer to becoming our new mode of distance travel s remarkable ramp schedule look out a rival in the upscale mix chinas from shows the accelerator crash into fuck the next dream from s founder is one step closer to becoming our new mode of distance travel so they have a store in the mall musk sees as a potential competitor in the space cutting down the lead time by the latest the model x daily thanks to is critical to growth what does the supply of look like can it support s ambitions if you are ever looking for a top notch driver service for out of town clients o
2016-06-09,"Saying they were doing something no other government has done, Obama administration officials rolled out a plan Tuesday they say will enable automakers to get selfdriving cars onto the road without compromising safety",neg,study will pay drivers k to be monitored while driving picked up my after the for respecting your early clients introduces the model s priced at k yeah re min vs min aux taxis pr in at c just revealed its cheapest model s ever just revealed its cheapest model s ever just revealed its cheapest model s ever warns over nondisclosure pacts via la dos en y d may sales volt motors new post reverses course and brings back model s gets its first charging station bringing tourism jobs new post supplying electric cars to has inspired a dozen new electric vehicle rivals launches less costly versions of model s faces safety probe alto motors has gets heat from regulators over customer complaints if true need to be brought to book video from the put on for owners and enthusiasts last weekend in
2016-06-10,"Tuesday Cutting out fossil fuels in Los Angeles, the sapping of the Silicon Valley food scene, and San Franciscos friendly bicycling Selfdriving cars come with a caveat now Keep your hands on the wheel While computers can recognize images, understanding actions and behaviors are still the next frontier General Motors Co on Tuesday announced its Chevrolet Bolt electric vehicle will cost under , after tax breaks, a price that makes it significantly cheaper than the average new US vehicle and sets up a test of whether the technology can go ",neg,to clarify how customers may disclose problems us agency why driving a is like driving a giant as all reasonable and intelligent humans for keeping in the loop haters gonna hate my has great suspension always trying to bring you down keep doing what doing new to preview in chasing bother kicks ass and we stand behind you nobodies perfect but is pretty darn close been following the forum thread its flooded w one guy spreading unsubstantiated he was an accomplice of a musk the worlds raddest man because they are jealous have no life or they have an agenda or all the fraudsters with can motors inc stock outperform in says no safety defect with suspensions in either model s or x ranked global th most valuable brand now tops denies that it forced a model s owner to keep quiet about repairs even detractors would h to clarify how customers may disclose problems us agency also in the news hundreds of auto execs found wandering the halls minds blown this should lead to a criminal investigation no let haters get u down doing great work for humanity history books will see u as innovator and hero
2016-06-18,"New federal guidelines make it clear that, while the government will provide oversight, it wants to encourage the development of autonomous vehicles",neg,so um how bout that motors its plan massive project how many dollars do i get if i put a on my card its a future connected devices easy to use the latest the roadster daily wild innovations in redesigned model s had a hilarious response when his cousin asked for a discount ayer y hoy thanks literary saga about a trip through tech upgrading your you may need these pry tools motors inc raised to hold at inc motors inc pitches model s to pitches model s to tested model s is this van hiding the secret to defeating pitches model s to prospective model u pitches model s to prospective model pitches model s to prospective model pitches model s to prospective model
2016-06-19,"ARM, the British chip designer powering the global mobile phone industry, launched a new processor on Tuesday for driverless cars, seeking to secure its place at the heart of the burgeoning industry  ",neg,worlds fastest in rebate is kaput for now true placing an order today imagine a world where renewable energy is king model s can turn into a boat kinda musk boasts in a series of tweets the s will have its grand opening on th me and future cars u is good at one thing propaganda and were eating it a kg lithium battery temporary bullshit no cost control too heavy strong buy calls count for motors inc at investor newswire propaganda and were eating it a kg lithium battery temporary bullshit no cost control too heavy so we went on an car drive today got carbon fiber s makes top brands list drops great or bad idea motors inc workers report low salaries but high job satisfaction a dozen things learned from about business investing by great
2016-06-21,Heres what you need to know at the end of the day,neg,what its like to slice through the corporate jargon smart move musk has to ask musk if this is gonna be makes offer to acquire is trying to buy time to look back at s tangled business empire at th independence h northbound is motors run by musk offers to buy whose chairman is musk l this could be interesting best license plate ever co am i buying an automotive or utility stock cant see why is buying i cant see why i buy the sometimes proof of my other post is hurting after decides to merge and looking to talk to a investor regarding deal wow to celebrate the solstices power the longest day of the year now proposes to own way to go re come on the future is today installation of motors exhibit utilizing some products result musk agrees to sell his company to his other company as you do i cant wait for my i keep the same videos us demand is likely to slide gas musk conflict of interest in deal but that wont stop it interviewed on latest deal
2016-06-23,"Daimler should avert possible job losses resulting from the expected substitution of conventional cars by electronic vehicles in coming years by making components for electric engines, the carmakers top labor representative said A recall has turned into a debacle for the South Korean phone giant, as Samsung has trouble executing its recall of phones that are prone to bursting into flames",pos,a smart market play by own the power fueling your vehicle usage if you own a and it gets stolen is it then called an new charger total f m bearish stochastic divergence disclaimer new model prototype pictures with rare shot of the interior new charger south total u the problem with arguments from presentation musk introduces the model x proposed merger would create synergies and potential new grid shocking news stocks fell yesterday following deal lets revisit this great tune that feat members of from our new album sells cars in department store live on the setup for so i dusted an r at a stoplight today in palm springs hope he feel too bad about himself losing to a sedan real reason bought still a cheerleader for maybe a dreamer but i can envision as a brilliant strategic move by i spy a signature red buying make financial sense
2016-06-27,The company that made the camera and computer system for Tesla Motors semiautonomous Autopilot says the electric car maker ignored its warnings of safety problems,pos,until we all drive electric cars d printer supercharger showroom thanks for the gift am now suffering from salt syndrome recharge doe fund m model images las no son solo para autos para con the double neck guitar happy birthday you have inspired me to never give up on my dreams thanks literary saga about a trip through tech year wait for the begins keep focused on delivering on this goal motors inc workers report low salaries but high job satisfaction motors gains new rival as comes around again star makes it official reservations for model start march with down will a or make you money in the future read here playing the long game everybody is totally missing the point of the deal cont takes the stage having a blast and rocking out with at lake at in concert perfect weather night nice
2016-07-01,"Heres what you need to know to start your day Uber is starting its driverless car pilot program in Pittsburgh on Wednesday with a small fleet of modified Ford Fusions A ride in a selfdriving Uber car in Pittsburgh and a spin in Chevys new longerranger electric Bolt EV show how the auto world is changing fast The company says it has not confirmed whether the automated driver assist feature was engaged during the crash, which occurred in January The Bolt EV by General Motors is a lowerpriced electric car than the Tesla, and has similar features Tesla faces new scrutiny in China about its vehicle Autopilot system after state television broadcast allegations that a man killed in a crash had activated the driverassist feature of his car",pos,what car is it who made it what size engine is it no a chat motel with judge it works the same for good or for ill for everyone awesome just awesome at music center airbags are not going to help you in this crash situation anyway thanks literary saga about a trip through tech via thanks literary saga about a trip through tech market for to rise to billion in thanks to and report in den signs followed by love in my wheelhouse the guitar solo when played love song was so awesome s vs original do they compare value a driver has died in a car crash while using the autopilot feature of his car d i appreciate so much that this guy assimilated to my hair band lifestyle vision for the future of energy announces car day after fatality is confirmed s autopilot got scant oversight the wall street journal fatal crash of a model s while autopilot was activated could be a setback for autonomous cars too bad my seats otherwise i might have gotten at descent of so this is happening
2016-07-02,"When Pittsburgh wakes up on Wednesday morning, some residents will have the choice of going about their day in an Uber that drives itself Ford Motor Co said Wednesday that a plan to embrace mobility and spend billions on electric and autonomous vehicles will hurt its bottom line in the short term but lead to frothier profit margins in the future Tesla says that a fire in one of its electric cars in France broke out because an electrical connection had not been tightened properly Mobileye broke ties with Tesla Motors because the Silicon Valley firm was pushing the envelope in terms of safety with the design of its Autopilot driverassistance system, Mobileyes chairman said on Wednesday Selfdriving cars and electric vehicles could provide important sources of new revenue for Adient, the billion automotive seating and interiors business that is being spun out of Johnson Controls Inc, Adients top executive said on Thursday",neg,keynote presentation available here s terrible month raises troubling for musks empire would a model s be an attractive prospect to your community shakedown note how benefits its just so damn stunning cant take my eyes off it naturally this is s fault what a moron at its best a paper on of making hombre a s en crash dune en mode et la the behind crash how could put acceleration in the affordable i may still a or any even if the is would you thanks literary saga about a trip through tech via thanks literary saga about a trip through tech via thanks literary saga about a trip through tech man killed in gruesome autopilot crash was saved by his cars software weeks earlier the register should be called driver assistant since it was never intended to avoid of crashes via
2016-07-03,Heres what you need to know at the end of the day,neg,good day to bury bad news misses delivery targets despite production boost d motors reports global sales rose in latest quarter via crash will shape the future of automated cars has once again missed its delivery target the age killed in crash may have been watching harry potter a player was found musk to investigate reports of underpaid the daily the driver of the autopilot accident was watching a popular film franchise a few months ago model s excellent condition just like a new car well motors inc is a fantastic company but a terrible business so far government regulators are looking into fatal crash involving autopilot typically a but x is just too tight call me crazy but ill take the sienna minivan please good idea but not quite maybe when i am a big boy solar wants to be the store for and disagree on lack of emergency braking in deadly autopilot crash no turning back on autonomous driving via thanks literary saga about a trip through tech at least die every year in what are known as collisions and thousands are seriously injured the crush zones air bags and all the safety features built into cars are useless as the car and driver get decapitated
2016-07-04,"Tesla Motors Inc is investigating the cause of a fatal crash in China involving one of its vehicles, but has no way of knowing if its semiautomated Autopilot system was engaged at the time of the accident, the company said in a statement on Wed",neg,this billionaire wants to take on via crash will shape the future of automated cars conductor con el are coming to us restaurant chain logs show that model x driver hit the accelerator autopilot into building on its another negative article over seeking alpha typical musk keynotes motors shareholder meeting this owner seems like throwing so much shade at and i love it man killed in autopilot crash was watching harry potter c new store opening at martin place proud to leave a positive footprint with d weekend highlight in the will look at s mode after deadly car crash always fun to park near another creative plate choose one new or a million pension fund how do it now deliveries miss global target in q autopilot crash software update coming following fatal crash a little light reading on a evening no its short no spin its over promise under deliver every its still amazing the real reason musk is bringing and solar city together
2016-07-07,"Tracy Kidders book chronicles the life of Paul English, a Kayakcom founder who got rich, battled bipolar disorder and found a gratifying outlet in altruism Eleven years after charges were filed, Maurice R Greenberg, the former chief executive of AIG, finally goes on trial The automaker detailed its use of laserbased technology and distanced itself from companies like Tesla, which has taken a different approach to driverless cars The Chevrolet Bolt, General Motors Teslafighting electric hatchback for the masses, will be able to go  miles  kilometers on a single charge",pos,pay very close attention to this autopilot is shown outperforming and in tests is not by m on accidents this is so that its not even that will become the st space tan speaks out after recent fatal accident sent by student d s fatal crash unanswered questions via autopilot is shown outperforming and in tests dreaming waiting till i can just buy motors a reason for optimism amazing as this news is i bet the media will not cover one inch of it en a con may tweak mandate on credit glut update filed under government are you afraid to allow your x to auto drive if you do see how overcame his fear and sorry my kids beat u in launching the first fully autonomous many announce models what it would take to build a competitor owner created a robotic charger that automatically connects to his model s
2016-07-08,"Welcome to California Today, a morning update on the stories that matter to Californians and anyone else interested in the state The upgrades to Teslas Autopilot system will require drivers to refrain from taking their hands off the wheel for long periods and will use radar to better identify potential obstacles in the road Solar panel installer SolarCity Corp, which is being bought by Tesla Motors Inc, said it had raised  million in a cash equity transaction advised by billionaire investor George Soros hedge fund Silicon Valley is creating a crash course in selfdriving car technology to address a shortage of engineers with help from a startup in a different field online education",neg,is the first name that comes to mind when it comes to electric vehicles however that may not be the case la dune la la assessing impact on cars el a l coating prestige auto armor crash heightens concern for regulation en a con b bailing out corp costs motors inc investors billion ore per model s autopilot sunroof model s from for and heres a thoughtful short analysis from about that crass is our first data point statistically useless really still bullish on venture via autopilot crash what one s owner has to say d performance specs and news via valid question to ask since receives billions in subsidies from government hat pas par also federal budget has mil allotted to infrastructure for highways these cars will sell for k k subsidy
2016-07-10,"Your daily look at latebreaking news, upcoming events and the stories that will be talked about Monday",neg,h do not have to beat the bear f gm lit happy birthday he was content to let future generations judge his work well done sir on birthday take a deeper look at the man with was inspired by his mothers inventions predicted the wireless phone happy birthday c science in ink has overtaken in the car race powered from the latest have you seen it yet happy th birthday to one of the greatest minds to ever exist great so here comes the giant death ray musk has another top secret celebrating by buying a d c happy birthday the catalyst for many scientific and technological breakthroughs musk hints at top secret tweet motors inc musk on musk hints at top secret tweet happy birthday oh the suspense
2016-07-11,"Apple may not become an automaker, but it still wants to develop its own selfdriving technology Tesla CEO Elon Musk says the electric car company is making major improvements to the Autopilot system used by its vehicles, which will dramatically reduce the number and severity of crashes in which they are involved Tesla Motors Co Chief Executive Elon Musk said on Sunday the automaker was updating its semiautonomous driving system Autopilot with new limits on handsoff driving and other improvements that likely would have prevented a fatality in May Tesla Motors Co Chief Executive Elon Musk said on Sunday the automaker was updating its semiautonomous driving system Autopilot with new limits on handsoff driving and other improvements that likely would have prevented a fatality in May",pos,a different way to look at the death lit y con el why musk is no jobs rt why musk is no jobs sec investigates for possible securities law breach was inspired by his mothers inventions predicted the wireless phone under investigation for possible breach of securities law reports musks pedestal is crumbling risks i was interviewed for this story on unaware of probe shows are hurting using muscle to move puppets headlines at for the best venue for a summer concert at at beach theater probing over possible securities law violation up on tease a compilation of very stupid people doing very stupid things with engaged sushi restaurant damaged in crash to combine with other business temporarily says hes working on another secret via el musk says his top secret is almost ready part that is autopilot crash why should worry about teases new top secret via when turned on the machine mark twain ready for what happened next
2016-07-13,"SpaceX chief executive Elon Musk is calling last weeks launch pad accident the most difficult and complex failure in the companys year history Get recommendations from New York Times reporters and editors, highlighting great stories from around the web Today, great reads from Amanda Hess, Damon Darlin and others",neg,releases a cheaper version of the via plus m et jaguar this is not good is under investigation for possible breach of securities law reports tonight is in with and photo musk and twitter outbursts smack of a proof musk dishonesty and bill to be incarcerated admits was on during latest accident no more buyback guarantee as company cuts model x price cars will conquer the world slowly getting into the car business to compete with x charger is x faster than s minute charge gets km despite accidents vehicles are closer than they appear releases a cheaper version of the model x stops guaranteeing its cars resale value in north offers less model x but it cheap is the only beta testing autopilot tech and thats a problem cuts prices again as sales miss targets via oh my god just test drove a new model s literally the most amazing and high tech car i have ever seen models
2016-07-14,"BMWs management board is skipping the Paris Motor Show to hold talks aimed at breaking a deadlock over whether to produce new electric cars, including a batterypowered Mini, sources familiar with the matter told Reuters ",neg,asked to pull the plug early morning in aka uncle baby with uncle auntie my sis employees just bought a for their because he raised minimum salaries to consumer reports calls on to deactivate autopilot steering news i imagine that has caused more accidents injury in days verses in its company history d u holy shit how many people have died from manual driving over the last century here is why want to disable autopilot feature in its cars s influential consumer magazine urges to disable steering great auto culpa look ma no scruples fatality not disclosed to shareholders it material to performance spots on cant be exchanged what if someone dies before getting a model the alliances companies need to achieve cars needs rethink urges us consumer people injured in truck crash was it on autopilot first time seeing the new model x on the road not sure what do you think consumer reports says should drop autopilot
2016-07-17,US aviation safety officials took the extraordinary step late Thursday of warning airline passengers not to turn on or charge a newmodel Samsung smartphone during flights following numerous reports of the devices catching fire Automakers are taking advantage of connected cars by beaming improved features right into their vehicles via software upgrades,neg,welcome to town the new suburb with a in every home senator asks for brief on autopilot crash trying to merge with should autopilot cars be allowed on public roads following accidents coal car cars r cars coal burning produces much electricity polluting since auto culpa all the best s longtime of production joins ahead of its new fund raise via was never trying to empower cars to drive themselves while passengers took naps autopilot under investigation due to two severe accidents autopilot is a system implemented by mortal deja en las la u urges to disable eliminate public beta testing d i was in the car w and i saw a and i screamed and almost cried no longer guarantees your s resale value how about a sneak peak on what to on v ti archive shares hit the skids as deliveries disappoint el model s en el fatal no d what an amazing place d
2016-07-18,US aviation safety officials took the extraordinary step late Thursday of warning airline passengers not to turn on or charge a newmodel Samsung smartphone during flights following numerous reports of the devices catching fire,pos,watch a hp electric van destroy a and a in a drag race watch this electric van outrun a and a oh yeah the funs about to begin factory tour more to come twitter la changer et passions you might have noticed that less active on twitter lately the reason i now have a position at so trying to change the world and very busy but i remain a freelance journalist you have to live your passions will now require black boxes in cars via um o e most to start installing in s like s but very carefully accidents show where is lacking engineering to account for human element co en autos check out keynote presentation on the autopilot crisis what do via hubris or humility whats it to be musk trying to merge with its tragic when a driver dies in an accident but even more tragic when more die because their car smart to avoid accidents such events are quite frequent year anniversary of roadster intro tomorrow fitting time to release master plan yes
2016-07-21,"Taiwans Foxconn has invested  million in Chinese ridehailing firm Didi Chuxing via one of its subsidiaries, the worlds largest electronics manufacturer said on Thursday, in a deal that could value the startup at about  billion",neg,developing a fleet of autonomous semi trucks developing a fleet of autonomous semi trucks model s s performance so in short s new master plan for is ht cc d the new master plan is missing motorcycles id consider trading in my for a no plans or lost in fine print this is bad how creating a human civilization on mars while solving energy problems on earth at at going to s launch event next week master plan part motors musk is a real visionary always looking forward to innovative technologies unveils plans for new vehicle types at at focusing on shares of motors inc shares fall due to billion cost of musks master plan plans for a commercial your self driving electric will be making money as a while you do your stuff kudos chef laster electric cars gasoline powered cars quick stop to see recharge praises reg a settles with foreign workers filed under stone ridge asset management lowers stake in motors inc
2016-07-22,"Tesla Motors Inc said on Wednesday it had entered into an agreement with Deutsche Bank whereby the electric car maker can borrow up to  million for its vehicle leasing program, part of a broader effort to bolster the companys finances  William A Ackman is adding burritos to his list of fastfood investments, by buying a major stake in Chipotle Volkswagen will launch its first batterypowered van later this month as it shifts to zeroemission vehicles following its diesel cheating scandal, but customers are still skeptical about the benefits of going electric Tesla Motors says the Model S sedan involved in a fatal crash in the Netherlands wasnt operating in the companys semiautonomous Autopilot mode and was going more than  miles per hour when it crashed A Dutchman died on Wednesday after his Tesla collided with a tree, according to local authorities, and it took firefighters hours to remove his body from the vehicle due to fears they could be electrocuted A Tesla electric car involved in a fatal crash in the Netherlands this week was not using the Autopilot function at the time of the accident, Tesla said on Thursday",pos,great this makes me hopeful and excited about the future master plan part moving extra slow on c imagine how fast this horsepower is going to be turns to the commercial and small sectors as part two of s master plan reveals s master plan cars solar power broadcast power death rays how does deal with fear read here new charger total musk at it again master plan part new charger total new charger total testing sites for cars become a priority by e via motors inc stock tumbles on price target cut developing a fleet of semi via training my wife early on supercharger use worry not the spot an empty factory thats one seventh the promised size sounds more like china than like listen to s new song save that goodness en el rancho
2016-07-25,"Older drivers may soon be traveling a safer road thanks to smarter cars that can detect oncoming traffic, steer clear of trouble and even hit the brakes when a collision appears imminent",pos,following beyond social media a true leader creating all the way another special made for my wife for the professor thinks are a fad that will fade what about u musk a el plan maestro motors inc corp approaching merger deal via d key stocks of the day motors inc the news journal is on a runaway freight train headed towards the industry musk has spoken is coming for musk just released his second master plan for t securing the of things looking forward to a peek at s tomorrow and q results next week via so cool to read about musk to open his years ahead of schedule interested in learning more about s battery join us is on a runaway freight train headed towards the industry master plan part raving about resort chief musk is moving full speed ahead despite roadblocks musk a el plan maestro the future of media entertainment is even said will be vs the
2016-07-29,Graham Moores The Last Days of Night is inspired by Edisons efforts to drive Westinghouse out of business,pos,model s autopilot sunroof model s at the party waiting on our shuttle looking for a we have a couple call for more info musk to open his years ahead of schedule to have an unlimited mile warranty on any part of a vehicle is insane especially for commercial use this brand new was in for a followed by an model confusion over reservation numbers spur unfounded fear of decline reaffirms here is how will work faster than opens here is how will work faster than c musk will likely sell power services oh look is inviting everyone to a wont that be fun homer voice and by i arranged a solar system to power up the mining th of free too i am so fortunate to be working with the beautiful and talented summer interns at launch event tonight will be streamed love it the minibus is real sustainable green tech cant come soon enough
2016-08-01,A securities filing tries to smooth over the conflict of interest stemming from Elon Musks ownership interest in both companies Israels Space Communication Ltd said on Sunday it could seek  million or a free flight from Elon Musks SpaceX after a Spacecom communications satellite was destroyed last week by an explosion at SpaceXs Florida launch site,neg,pulls car advert following concerns over s use of moves forward with b acquisition of reaches deal to buy for via congrats to my two former clients to buy in billion deal via platform partners by ludicrous and will become one company via and merge in billion stock deal no longer guarantees your electric cars resale value via and agree to billion merger the post and to via us modestly up banking stress test ahead of key reports on us news offers b for goals mall does anyone know if carries in the thinking about renting one for fun new inspired can we bring this forward no more driving by announces deal to buy for b reportedly has two theories for the cause of its deadly model s crash u
