date,snippet
2017-06-29,"Windows  includes builtin protections for blocking several types of online threats to your computer The latest strike, which affected computers from Ukraine to the United States, has intensified worries that such events will become everyday dangers"
2017-06-30,Heres what you need to know at the end of the day
2017-07-01,Pinpointing the initial targets of the assault  Ukrainian accountants who use a tax preparation software required by the government  was a major clue
2017-07-03,"Codeorg, a techbacked nonprofit, is pressing schools to teach computer science But are tech firms swaying education to serve their own interests This ransomware attack, a more sophisticated assault based on a vulnerability exploited in May, hit companies across the globe"
2017-07-04,"Researchers said the attack had originated in Ukraine, but then spread to at least  countries"
2017-07-05,Its not robot overlords Its economic inequality and a new global order
2017-07-06,"The old Windows Briefcase tool for syncing files has been retired, but you can still keep your files uptodate, with or without the web WordPerfect for the Mac never made it to the st century, but you can use modern software to get back into those ancient files"
2017-07-07,"In May, a socalled ransomware attack hit computers in over  countries But two weeks earlier, one security expert found something a lot worse"
2017-07-08,"Security restrictions on large electronics in carryon baggage have many travelers concerned, so take extra precautions if you need to take your gear"
2017-07-10,"Ethereum, a digital currency network that is winning over tech geeks and big companies, may soon surpass Bitcoin, its inspiration Or it may fizzle The accusations are tied to about  billion that the bank had received from Qatar as it tried to avoid being nationalized Timothy Cook, Jeff Bezos and Eric Schmidt were among  tech executives at a forum held by an administration they have had conflicts with"
2017-07-11,"By purchasing the upscale chain, Jeff Bezos, Amazons chief, has a chance to tinker with how people buy groceries  and map the future of the physical store A longtime approach of making bold  and sometimes headscratching  moves has brought Jeff Bezos staggering success Companies are hearing from more employees about their travel worries In the last six months, its gone from a simmer to a boil, one manager said New traps that use infrared beams to identify insects are helping researchers capture more of the diseasecarrying insects they need"
2017-07-12,"The office messaging company is not yet profitable, but new funding could raise its valuation to  billion as it faces rivals like Microsofts Teams High above Bryant Park, plenty of personal touches and reminders of craftsmanship from the past make a stark space more homey The American unit that makes Butterfingers, Crunch bars and Gobstoppers could be worth as much as  billion in a sale"
2017-07-13,"Mr Thacker, an electrical engineer, was part of a group at the Palo Alto Research Center that in the s created the Alto, featuring a graphical user interface The Amazon chief asked for tips where his money could be used in the here and now, unlike many of his business investments"
2017-07-14,"John Flannery, named to lead General Electric, is reviewing its portfolio of businesses  some of them core properties, others prospectively for sale"
2017-07-17,"The stock market is at an alltime high, but that doesnt mean you should act without thinking Before you buy, read this guide Shares of Netflix, Apple and other giant technology companies that have powered a market rally have taken an uncharacteristic pause Microsoft, Sony and Nintendo will show off new hardware and games in Los Angeles Heres what you need to know to start your day Gadgets running Googles mobile operating system can use a specialty magnifyingglass app to bring the world just a little bit closer"
2017-07-18,"Research shows that women are less likely to consider entrepreneurship, largely because they dont see other women entrepreneurs as role models"
2017-07-19,"The public service loan forgiveness program is targeted for elimination in the Trump budget Some beneficiaries tell how it shaped their decisions Game producers are following the Netflix lead and are regularly updating old titles online while they gin up new games If your phones operating system supports the use of thirdparty keyboards, you can find apps that let you do more than just type"
2017-07-21,"A growing number of companies are offering health insurance for their employees dogs, cats and even potbellied pigs The president is a serial liar, but hes right that Beijing plays unfair on trade"
2017-07-22,"They are influencing what students learn, and how teachers teach  with millions of children serving as de facto beta testers for their ideas"
2017-07-23,"Though some top economists caution against the overdevelopment of large apartment buildings, developers in cities like New York and Boston show no signs of slowing Gov Greg Abbott called lawmakers back to Austin in July for a special legislative session, in part to pass regulations on transgender bathroom use"
2017-07-24,"Information technology managers have started to worry about the difficulty of switching cloud suppliers in the event of a breakdown or hacking attack Like smartphones, you can set your preferences for popup alerts from the apps on your desktop computers screen, too"
2017-07-26,"Yahoos chief executive presided over the decline and sale of the company But she delivered big rewards to investors Local firms leaders around the country remain widely supportive of President Trump, even as some chief executives of big corporations pull away The couple met in  at Cornell, from which they both graduated"
2017-07-27,"Thursday A conversation with Mr AbdulJabbar, a rallying cry on the environment, and living in downtown San Diego for  a month White House officials said that they expected him to abandon the landmark global warming agreement, but they also said that decision could change Several large corporations quickly expressed dismay with President Trumps decision and said they would continue their environmental efforts If you would like Windows  to greet you differently when you log on, edit your account settings The presidents decision to pull out of the Paris climate accord did not go over well with tech industry leaders"
2017-07-28,"Heres what you need to know to start your day Corporate demand for electricity from renewable sources to meet cleanenergy goals is leading utilities to cut the use of a politically prized fuel Its ambitions mingle scifi ideas and big money with the needs of an authoritarian state As Apple moves to update its iOS software this year, apps that have not kept pace with the changes will be sidelined Amazon briefly shares topped , on Tuesday The milestone comes as Jeff Bezos company expands beyond ecommerce into cloud computing and entertainment As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street"
2017-07-30,"The New York Timess Tech Tips columnist describes the arsenal of gadgets at her disposal, and her special love for iPhone"
2017-07-31,"Heres what you need to know about the weeks top stories Online app stores typically post the website and contact information for the softwares developers, in case you need to report bugs or find answers"
2017-08-01,"In a tide of breaking news, why pay attention to the tech industry Chromebooks and Google apps are in classrooms everywhere Are they an educational boon  or a marketing bonanza"
2017-08-02,"Heres what you need to know at the end of the day The penalty is one of the largest fines against the social network and comes amid growing scrutiny of how the company gathers users information The European Unions antitrust chief fined the social media company about  million for providing misleading statements in its WhatsApp acquisition The Trump administrations slogan is America First, but in the stock market, companies with big international operations are outperforming Most of our webconnected products dont have a team of engineers working to make them more secure Thats a problem"
2017-08-03,"Is Google exploiting public school teachers and students, or adding great value instead Without greater federal funding of cuttingedge technologies, corporations such as Google will be the ones that own the future The latest nightmare for the agency, which is responsible for eavesdropping, code breaking and cyberespionage, appears to be far from over North Koreas history of erratic behavior has embarrassed Beijing in many ways, but Chinese leaders have remained stoic Heres what you need to know to start your day"
2017-08-04,"Beyond the hackers themselves, there is enough blame to go around, for the NSA, Microsoft, lazy tech managers and millions of software pirates For years, the company has tried to change the perception that its software was vulnerable to hackers A global cyberattack renewed those issues Indicators are far from conclusive, but intelligence officials and private security experts say that North Koreanlinked hackers are likely suspects in global ransomware attacks"
2017-08-05,"Like other mobile platforms, Apples iOS  software includes a feature to make reading the fine print easier through your phone In handing the reins to his longtime deputy, the firms chief executive, Jeffrey Ubben, is promoting a type of continuity that is rare in the hedge fund world"
2017-08-07,Heres what you need to know to start your day
2017-08-08,"A socalled ransomware attack struck computers around the world Time to take those software updates seriously Though construction slipped in March, economists believe the dip was partly a result of bad weather At Googles annual event, smart home products will be a big topic Some tips from computer security experts"
2017-08-09,"As companies and officials scrambled to counter global hacking, the vulnerability caused by rampant piracy came into focus"
2017-08-11,"Vietnam is a case in point, with a group that targets foreign companies appearing to be sponsored by the state, according to a new report"
2017-08-14,The effects of a global cyberattack could be magnified as workers return to their offices President Trump has ordered his homeland security adviser to coordinate a response
2017-08-16,"The tech giant is transforming public education with lowcost laptops and free apps But schools may be giving Google more than they are getting The ransomware tactic behind a global cyberattack on Friday was nothing new But new digital tools mean that hackers dont even need to have any skills to do this anymore The country was hit the hardest in the first wave of a global hacking effort, with banks, cellphone operators and railroads fending off attacks Our software systems are like unstable cities built on swamps We could fix them if the industry and the government took decisive action Heres what you need to know about the weeks top stories"
2017-08-17,Politicians pointed fingers and patients expressed a mix of frustration and gratitude as hospital employees grappled with the recent cyberattack The ransomware attacks across continents raised fears that people would not be able to meet ransom demands before their data were destroyed
2017-08-18,The National Health Service was repeatedly warned about its outofdate and vulnerable systems before it suffered a devastating cyberattack on Friday
2017-08-20,"The spread of a ransomware attack around the globe affected the United States much less because a British cybersecurity researcher accidentally stopped the attack from spreading more widely The overall market has done well over the long run, but individual stocks have behaved like lottery numbers Most go nowhere, while a handful win big"
2017-08-21,"The attacks amounted to an audacious global blackmail attempt spread by the internet, and underscored the vulnerabilities of the digital age"
2017-08-23,The change in how companies must value investments in other companies could cause major distortions in earnings reports
2017-08-24,"The Big Five tech companies increasingly dominate our lives Could you ditch them Amazon, Apple, Microsoft, Facebook and Google dominate our daytoday activities Imagining being forced to give up some of them could lead to hard choices The products and services of Amazon, Apple, Facebook, Google and Microsoft have become essential and inescapable Which ones would you ditch if you had to Thursday The fallout continues from a state audit, Snaps shares plummet, and a birders paradise in the Central Valley"
2017-08-25,"The ecommerce company is looking to make a temporary arrangement permanent, pledging to spend tens of millions of dollars on a facility for families"
2017-08-28,"After you disconnect your phone from the cars dashboard, the iOS  maps app remembers where you parked and can lead you back to that location Canada is becoming an increasingly appealing alternative to the United States for some technologists in hot fields like artificial intelligence Creators are flocking to crowdfunding for video games, but some of them have failed to live up to their backers expectations Emmanuel Macrons digital team responded to cyberattacks with a cyberblurring strategy that involved fake email accounts loaded with false documents"
2017-08-29,"The territory, which filed for a kind of bankruptcy protection in the face of  billion in debt, has been gripped by a sense of gloom and anxiety Tech firms are in a race to dominate consumers digital lives, and their services increasingly overlap each other The convergence helps customers"
2017-08-30,"Dismantling net neutrality would help cement the power of internet behemoths like Apple, Amazon and Facebook and Microsoft, according to one analysis Apple continues to mint money at an almost inconceivable pace But it hasnt come out with a technological game changer in years Investors, take heed If you arent sure which generation of Windows  is currently running on your PC, there are simple ways to find out"
2017-09-01,A third of respondents who work in education and technology said new schooling would not emerge in time to train workers for jobs of the future The new FCC chairmans plan to slacken net neutrality rules is a boon to tech giants and a bane to competitors and innovators
2017-09-02,"Apple keeps your payment and billing information on file, but visit your account settings if you need to make a change"
2017-09-03,"The potential arrangement could set off a bidding war for Tribunes stable of television stations Financial results will arrive for big tech companies, and Microsoft plans to make a big splash around its Windows software with an event on Tuesday Google, with its lowcost and easily maintained Chromebooks, has steadily taken school customers away from Microsoft"
2017-09-05,"The socalled flying car is really a hovercraft, people Also we chat about net neutrality, earnings and Uber A video shared by the citys crown prince says that expression knows no boundaries or limits, but within the United Arab Emirates that is not the case If you find the glare of the bright white screen tiring or hard on the eyes, try the builtin dark modes for your apps"
2017-09-06,"We followed major developments in the markets throughout the day Check here for the latest updates The impact on quarterly results announced Thursday was particularly acute at Amazon, far and away the leader in online computing services With Apples builtin Boot Camp utility or thirdparty programs, you can install and use Windows  on your Mac Amazon Web Services has become the profit engine of the internet retailer Can it stay ahead of rivals like Microsoft and Google Tired of reading about the presidents first  days Read about a disastrous luxury festival, the nature of genius and glowinthedark fungi instead"
2017-09-07,"If youre tired of fumbling with the mouse to click the Back button on your browser to revisit the previous page, use a keyboard shortcut instead"
2017-09-08,"In one example of a change in strategy, Neuberger Berman sounded out hedge funds about investing in Whole Foods Market and pressing for change Mark Zuckerberg now acknowledges the dangerous side of the social revolution he helped start But is the most powerful tool for connection in human history capable of adapting to the world it created Posting an image of a web page with highlighted text lets you make your point and share bigger thoughts than the standard character limit allows"
2017-09-09,"A video game is being used to help understand the structure of neurons, which could aid in treatment of diseases like Alzheimers or Parkinsons"
2017-09-12,Popup alerts that constantly pester you about fixing your system drivers for a fee want money for something you can do yourself free
2017-09-13,"Corrections appearing in print on Sunday, April , "
2017-09-14,"Farhad and Mike discuss Facebooks developer conference, plus a startup that sells juice"
2017-09-15,"Documents provide a glimpse of the multimilliondollar frenzy of influenceseeking and peacemaking surrounding President Trumps swearingin The tech industry has aggressively fought the president on several issues But with regard to Tuesdays executive order, there is some hope the industry could benefit A number of factors may be causing your web browser to lock up, but you might be able to find the culprit yourself with a little troubleshooting Lets face it The biggest tech companies are monopolies"
2017-09-16,International firms still fear retaliation but are escalating their behindthescenes rhetoric as China becomes a more difficult business environment
2017-09-18,"Heres what you need to know to start your day Facebooks chief executive introduced an augmented reality platform that will allow people to digitally manipulate the world around them The president said the executive order was a way to end the theft of American prosperity, which he said had been brought on by lowwage immigrant labor Heres what you need to know at the end of the day Socalled bellwethers are rare, political scientists say, and the results are tricky to analyze"
2017-09-19,A stealthy pet project by the former Microsoft chief lets you search and learn about how the government spends tax dollars
2017-09-20,No immediate changes are expected But the order asks various federal agencies to recommend changes
2017-09-21,"The group, which calls itself the Shadow Brokers, said the agency had broken into the international bank messaging system called Swift Microsoft and Facebook have rolled out competing tools But Slacks chief executive says small tech companies with new ideas have a history of defeating the big guys"
2017-09-22,"If the popup alerts that bring you news and information from your Macs apps disappear before you can read them, check the Notifications Center If you dislike reading on a phone or tablet, you can likely read your electronic books and magazines on your computers display instead Mr Taylors work was instrumental in the creation of the internet, the modern personal computer and the mouse Thanks to the power of its index funds, Vanguard is pulling in more money than all of the other fund companies in the business"
2017-09-24,"Microsoft is now rolling out the Windows  Creators Update, a new version of its flagship operating system"
2017-09-25,"Todays striking advances in artificial intelligence owe a lot to research in Canada over the years But the country has so far failed to cash in Western cybersecurity researchers have identified the man being held, Peter Levashov, as the spammer known as Peter Severa, though some doubt he is the same person"
2017-09-26,"As the application season opens for HB visas for foreign workers, the Trump administration warns tech companies they will face more scrutiny Computational thinking  approaching problems the way a programmer would  is captivating educators, from kindergarten teachers to college professors"
2017-09-27,"For two decades, until , North Carolina engaged in academic improprieties that benefited its studentathletes The repercussions are still being felt The startup has undertaken an extraordinary experiment in behavioral science to subtly entice an independent work force to maximize company revenue Many of Mr Trumps advisers have sprawling assets and income sources, according to their financial disclosure forms Concern among big advertisers that their material is being shown next to YouTube videos posted by extremists shows that every system has its weaknesses The case was viewed as a test of social media companies ability to push back on information requests from prosecutors"
2017-09-28,"The White House released ethics filings from President Trumps daughter and soninlaw and released details of a plan devised to avoid conflicts of interest Ms Edstrom, who joined Microsoft as its first director of public relations in , became one of Bill Gatess closest outside advisers"
2017-09-29,"On World Backup Day, heres a quick guide to safeguarding your digital photos, videos, documents and emails by creating second copies of them Companies that have embraced environmental goals are represented on White House councils, offering influence that advocacy groups hope theyll use"
2017-10-02,"As Congress acts to roll back regulations limiting access to consumer data, several states are considering laws that could have a wide impact The World Video Game Hall of Fame announced  finalists for its third class of inductees, including Donkey Kong and Wii Sports"
2017-10-04,"Leaked details about the spy agencys cyberweapons programs suggest the agency had developed spy tools for older Mac software, and had worked on a newer version last year Exposure to extreme temperatures can damage your device, so follow the manufacturers safety guidelines"
2017-10-05,"The departure is a blow to Baidu, which has been betting big on artificial intelligence as a foundation to fields like voice recognition and driverless cars Thursday Sprucing up the city, revisiting a mob figure, and breaking ground on the subway"
2017-10-06,"Auxiliary audio cables and Bluetooth adapters can bridge the gap between old technology and a new cars entertainment system Some Dole shareholders may not get a piece of a recent settlement While shareholders think they own the shares they buy, they dont in a sense If your expectations are modest, you might be able to save some money and get a great performer running Google Chrome OS for around , a Wirecutter expert says"
2017-10-07,A program in California seeks to connect transgender workers with employers happy to have them
2017-10-08,"If you want to see what else happened besides security patches and bug fixes when you installed that update, check the source"
2017-10-09,"Unsolicited junk mail is a fact of online life, but make sure you know whos sending it before you click that Unsubscribe link Andreas Weigend, in Data for the People, and Kevin Mitnick, in The Art of Invisibility, are alarmed about data mining and the loss of privacy"
2017-10-10,Heres what you need to know to start your day
2017-10-11,"A rare service breakdown has provided an opportunity for rivals like Google and Microsoft to preach the benefits of working with multiple providers Hes an economist for Microsoft, and shes one for Amazon Theyre marrying on a whalewatching vessel in Hawaii An error at an Amazon data center in Virginia caused chaos for a number of websites The mistake offers a lesson on dependency Heres what you need to know to start your day The minister of justice said he would introduce a law requiring penalties for tech companies that did not respond quickly enough to delete illegal posts"
2017-10-12,"A report says  top American companies had a net tax bill of less than zero over eight years, and  paid no taxes in at least one of those years The founder of WikiLeaks, Julian Assange, said the Central Intelligence Agency lost control of a large arsenal of cyberwarfare tools and then covered up that the material was not secured He said WikiLeaks is working with companies like Apple and "
2017-10-13,"Microsofts current operating system comes with compatibility settings that may convince outdated applications to work on Windows  Bob Mankoff, stepping down as cartoon editor of the magazine after  years, reflects on his favorites and why they worked Leaked documents appear to indicate that the CIA was collecting cyberweapons that can break into smartphones and even internetconnected televisions The WikiLeaks founder said the group would work with Apple and Google to give them exclusive access on the technical details that have allowed the CIA to hack their devices"
2017-10-14,"Masayoshi Sons SoftBank Vision Fund could be described as a front for Saudi Arabia, and a contradiction to President Trumps nationalistic rhetoric"
2017-10-15,"Corrections appearing in print on Sunday, March ,  Documents released by WikiLeaks indicate the extent to which the spy agency was looking for ways to break into ordinary consumer devices"
2017-10-16,"Walmart is testing realworld uses for the arcane technology behind the cryptocurrency Bitcoin, but significant challenges remain"
2017-10-18,"Dozens of companies, including Amazon and Apple, signed on to a brief in support of Gavin Grimms fight against his school district over which bathrooms he may use The Japanese company has been whetting the appetites of gamers for months Will it be enough to persuade them to buy its new device Caterpillar has been dogged by accusations that it reduced its domestic tax bill by shifting profits from the United States to a subsidiary in Switzerland A computer crime expert, Mr Schmidt was recruited by Presidents George W Bush and Barack Obama and drafted safeguards that were approved by Congress"
2017-10-19,"Its both a console that can sit in your living room and one that you can easily take with you on the go Over the last three years, iPads and Mac notebooks have steadily lost ground to Chromebooks, inexpensive laptops that run on Googles Chrome operating system"
2017-10-20,"An alliance of about  companies, including Microsoft and JPMorgan Chase, has plans to standardize data gathering and tracking with software that is seen as harder to hack Microsoft, JPMorgan Chase and other corporate giants are joining forces to create a computing system based on a virtual currency network, Ethereum When nearly everyone who can work has work, thats a good thing But when all the skilled labor is engaged, continued recovery becomes challenging Heres what you need to know to start your day"
2017-10-22,Heres what you need to know to start your day
2017-10-23,"System software updates  and upgrade problems  are not a Windowsonly issue Apple upgrades have caused disruptions for Mac users Several companies, eager to help brands more efficiently spend advertising money, use devices to track viewing habits in surprisingly granular detail"
2017-10-24,Whose jobs will robots actually take
2017-10-25,"There are , billionaires in the world by a new count, and how they got their money and what they plan to do with it are matters of global importance Microsofts Edge browser was designed for Windows , but a different program can be chosen Coverage of President Trump may eclipse that of any single human being ever I discovered several truths about our digital media ecosystem when I tuned it out When you get a flash of inspiration away from your desk, have your smartphone convert your spoken words into text files for later use"
2017-10-26,"The popular imagination may associate billionaires with superyachts and private islands, but just as many live modestly, complicating the idea of the billionaire lifestyle The very rich may have too much of it, but if you stripped them of all their wealth, you would, in many cases, do more harm than good More than half of the ultrawealthy are selfmade billionaires The chance of joining their ranks remains incredibly slim"
2017-10-27,"We have clients aged  to , or even  to , and they want to own the cars they had in posters on their teenage bedroom walls, a specialist said Microsofts service for keeping Windows current with the latest system patches can have problems, but troubleshooting might help those updates install A look at  billionaires money reveals one thing the superrich have in common a large amount of cash and liquid securities"
2017-10-31,"A summons to the White House has long been much coveted But for some top executives, it has become something to be ducked, lest it make them a target"
2017-11-01,"The chip giant is ending its support of the fairs and sponsoring newer events like homemade engineering contests Critics say the traditional fairs are as vital as ever Over the last four decades, Don Winslow has seen photojournalism go from an envied profession to just another budget line to be cut, resulting in an economic and philosophical devaluation of the image The social network offers a simple way to sync friends birthdays and other events to your regular datebook app"
2017-11-02,The company is putting its stamp on the city with an expanding array of unconventional experiments in bricksandmortar sales Apples browser for its Mac and iOS operating systems has handy controls for making your online reading experience more comfortable
2017-11-03,"Microsofts older operating system may not be the latest and greatest, but its officially supported for another few years Across the nations bureaucracy, the new administrations upending of protocol and policy has stirred frustration, fear and, for some, talk of resistance Adele swept the top categories, winning album of the year for  and both record of the year and song of the year for Hello She dedicated her triumphs to Beyonc"
2017-11-04,Heres what you need to know to start your day
2017-11-05,Microsoft intends to make sure the current version of Windows on your PC is always the newest version of its operating system Heres what you need to know to start your day
2017-11-07,"After an unplanned pregnancy, Melissa Monserrate, , struggled to be the mother she wanted to be After going back to school, shes well on her way The company behind the popular disappearingmessage app Snapchat is offering three types of shares, and outsiders will get no voting rights The United States no longer has a strategic monopoly on a technology that is widely seen as the key factor in the next generation of warfare In a court filing, nearly  technology companies cited the tremendous impact of immigrants on the United States in opposing the Trump immigration ban Tech companies say the HB program is needed to find highly skilled employees But it has also been used to lower labor costs and cut jobs In a Twitter post, President Trump rejected reports of surveys showing that a majority of Americans oppose his ban on travel from seven countries"
2017-11-08,"Social media tries to tamp down fake news sites, the president isnt giving up his unsecured phone and Elon Musk is trying to be a voice of reason Silicon Valley relies on the HB visa system, which gives skilled workers permission to work in the United States, but it could be altered under Trump Tech companies, which have embraced globalization, reacted more forcefully to the presidents immigration order than counterparts in other industries The latest version of Microsofts operating system lets you set active hours to keep restarts from happening while you work A partnership with HR Block shows IBMs strategy for artificial intelligence Watson will be a smart assistant tailored for specific industries"
2017-11-09,"Microsoft reported a quarterly profit of  billion, or  cents a share, compared with  billion, or  cents a share, a year earlier"
2017-11-10,"If a oncebeloved app no longer brings you joy, it may be time to move on Heres how to know when to look for something better and how to take your data with you The company apparently plans to issue shares with no voting rights, another sign of how the balance of power has tilted to tech founders But Snap may have gone too far An AfricanAmerican woman and an IndianAmerican man are among the additions, which if approved would make the board  percent ethnic minority"
2017-11-11,"If you have dozens of webpages open in your tablets browser, there is a quick way to shut them with a couple of taps"
2017-11-13,"When corporate travel managers insist on the least expensive flights, some employees must contribute their own money to make trips bearable An exercise regimen, while not a cure, can alleviate Parkinsons symptoms and slow progression of the disease A reader asks about the nowubiquitous cloud Quentin Hardy, The Timess deputy technology editor, considers the question The wildly popular home assistant offers a vision of an automated future  one that Amazon itself is poised to dominate"
2017-11-14,"How to decide what happens to your Facebook, Google, Twitter accounts and more when you die The expressions may be similar, but emoji characters look a bit different across various systems"
2017-11-15,"Though Presidentelect Donald J Trump has railed against media company mergers, conservatives and liberals say they see no proof he will worry about the rise of megacompanies Microsoft, Facebook, Google and Amazon used their PACs to support Republican Congressional candidates more than Democratic ones in  Microsofts Windows  browser puts files in the Downloads folder by default, but you can pick a new place to store those freshofftheweb items The globalist elite gather in Switzerland to grapple with the worlds great challenges, but their relevance is in question in a time of Brexit and Trump The eight, all men, hold as much combined wealth as the  billion people in the bottom half, the charity said in a report that highlighted inequality You dont have to be a developer to get a sneak peek at unfinished versions of Windows, but make sure you have the hardware to spare"
2017-11-16,"Many responding to a Times article about a call center voiced sympathy for the victims of fraud, and anger at the criminals and a system that does little to protect the vulnerable With clean energy creating jobs in every state, the sector has become as much about getting returns on investments as it is about helping the environment The move came after a November court ruling found the professional networking service in violation of Russias internet laws For decades, dominance in the technology industry was based on software or hardware Now it is increasingly based on who owns the best data The emotional nature of the treatment decision may be important in explaining high and sometimes heroic endoflife health care spending"
2017-11-17,"Giant tech companies are usually challenged by startups But with no obvious upstart competitors, it may be governments that pose the biggest threat After a maker of surveillance software was hacked, its leaked documents shed light on a shadowy global industry that has turned email theft into a terrifying  and lucrative  political weapon  Heres what you need to know to start your day The nomination of a deal maker to the post indicates that Donald J Trumps administration is likely to emphasize helping companies raise capital rather than tighten regulations"
2017-11-18,"If youve been automatically logging in for so long that youve forgotten your account password, visit Microsofts reset page"
2017-11-19,"Saving a copy of your iTunes library can be as easy as dragging a folder to an external drive, but there are other ways to make sure youre backed up A slew of major American companies prominently featured everyday Muslim men, women and children in their marketing last year"
2017-11-20,"The Facebookowned messaging tool has become a vital link between countries even as some nations try to restrict its use The rapid expansion of internetconnected devices will put even more power in the hands of a few companies with the biggest cloud services Corporate boards and executives are likely to use much of the cash to acquire businesses in the United States, to buy back their own stock or to pay down debt A report by the Chinese internet regulator suggested it would formalize a cybersecurity review system on technology products in the country"
2017-11-21,"The presidentelect met with Jeff Bezos of Amazon and Timothy D Cook of Apple, among other tech leaders, in a surprisingly genial gathering Mr Trump called the group truly amazing and said the attendees were doing a good job Many of the executives brought up topics like immigration and education Heres what you need to know to start your day Finland will soon hand out cash to , jobless people, free of bureaucracy or limits on side earnings The idea, universal basic income, is gaining traction worldwide Facebook fights fake news, and Google picks a funny name for its car business The National Transportation Safety Board asked tech companies to add the locations of grade crossings into digital maps and to provide alerts for drivers The program, put widely into effect after , has not been used since  as tactics considered better at flagging suspicious people were developed Despite the success of Bernie Sanders, the party has actually become less receptive to populism"
2017-11-22,"Heres what you need to know to start your day How Google used artificial intelligence to transform Google Translate, one of its more popular services  and how machine learning is poised to reinvent computing itself"
2017-11-23,"The Microsoft cofounder has started a fund to invest in energy research to reduce the causes of climate change, work that would build on efforts that may be threatened by a Trump administration The executives meeting with Mr Trump in Manhattan on Wednesday include Elon Musk of Tesla, Timothy D Cook of Apple and Jeff Bezos of Amazon Heres what you need to know to start your day"
2017-11-24,"The popular service currently doesnt let you edit your thoughts after you post them, but some apps can help you make corrections more quickly A Times investigation reveals missed signals, slow responses and a continuing underestimation of the seriousness of a campaign to disrupt the  presidential election"
2017-11-25,Heres what you need to know to start your day
2017-11-26,Heres what you need to know to start your day
2017-11-27,One sign of success in the  billion merger will be if few LinkedIn employees use their own product to find another job
2017-11-28,"The technology giant has not had a great track record with the companies it acquires The hope is that it has learned from its mistakes Like other notetaking apps out there, Googles software serves as a digital locker to stash saved web pages, audio clips, photos, text and more"
2017-11-29,"A report published by European officials said that only  percent of online material flagged as offensive was reviewed within  hours Facebook, Google, Twitter and Microsoft announced they have teamed up to fight the spread of such content online by sharing technology and information Heres what you need to know to start your day Tech company stocks, which had fallen since the election, jumped as the Dow Jones industrial average set another record high and banks traded at their highest levels since early  The internet giant has spent years migrating the source of electric power at its giant data centers to sources like wind turbines and solar panels During the presidential race, Silicon Valley leaders shunned Mr Trump and all he stood for Next week, theyll meet in New York Unleash your dancin feet to Hairspray Live, the latest musical spectacular from NBC And Jeffrey Donovan plays a fake psychic who starts having real visions after a bonk to the head in Shut Eye The rise of institutional investment has had an enormous, but mostly hidden, impact on competition Remember gadgets They were wonderful, and now theyre no more Heres what you need to know to start your day"
2017-11-30,"Bank stocks like JPMorgan Chase were also trading higher as interest rates rose further, but technology companies lost ground If the Windows  virtual assistant software is calling you by the wrong name, or butchering its pronunciation, heres how to fix it Mr Schultz is planning to leave the job in April, turning the reins over to his handpicked successor, Kevin Johnson Apples software comes with several features to make the technology work for all users Chinas internet filters block many of Silicon Valleys biggest companies but have done little to stanch a Chinese obsession with its culture Instagram users will soon be able to remove comments and filter out certain followers Microsofts latest operating system may seem like a leap from Windows XP and Windows , but you can make the Windows  desktop feel more like home The owners of the worlds largest network say it will soon run  percent on renewable power There are business reasons for this"
